Id,thetao,chl,Lat,Lon
97025,26.2851,0.272374,-8.133248013,107.2124147
97026,26.2851,0.272374,-8.133248013,107.2665813
97027,26.318,0.272374,-8.133248013,107.333248
97033,26.1117,0.232615,-8.13741468,103.845748
97034,26.1759,0.241874,-8.13741468,106.6790813
97035,26.218,0.256388,-8.13741468,106.983248
97036,26.218,0.256388,-8.13741468,107.0249147
97041,26.1945,0.241874,-8.141581347,106.733248
97042,26.2284,0.256388,-8.141581347,107.0790813
97043,26.254,0.272374,-8.141581347,107.1540813
97044,26.254,0.272374,-8.141581347,107.2040813
97045,26.2851,0.272374,-8.141581347,107.2374147
97046,28.062,-9999,-8.141971293,114.4041668
97053,26.1945,0.241874,-8.145748013,106.7749147
97054,26.2851,0.272374,-8.145748013,107.2749147
97055,26.2851,0.272374,-8.145748013,107.283248
97067,26.2282,0.234615,-8.14991468,106.2124147
97068,26.2193,0.256388,-8.14991468,106.8999147
97069,26.218,0.256388,-8.148154833,107.0163884
97070,26.2284,0.256388,-8.14991468,107.0790813
97071,26.2284,0.256388,-8.14991468,107.120748
97072,26.254,0.272374,-8.14991468,107.1915813
97073,24.1287,1.77355,-8.150296998,110.5956736
97077,26.2886,0.245811,-8.154081347,104.8374147
97078,26.2193,0.256388,-8.154081347,106.9374147
97079,26.218,0.256388,-8.154081347,107.0415813
97080,26.254,0.272374,-8.154081347,107.1415813
97089,26.2645,0.242809,-8.158248013,105.5415813
97090,26.1757,0.234714,-8.158248013,106.3999147
97091,26.218,0.256388,-8.158248013,107.0040813
97092,26.254,0.272374,-8.158090339,107.1648011
97093,26.2851,0.272374,-8.158248013,107.2374147
97094,26.2851,0.272374,-8.158248013,107.2624147
97095,26.318,0.272374,-8.158248013,107.2999147
97096,26.318,0.272374,-8.158248013,107.345748
97097,26.318,0.272374,-8.158248013,107.358248
97104,26.1316,0.23817,-8.16241468,104.145748
97105,26.218,0.256388,-8.16241468,107.0415813
97106,26.2284,0.256388,-8.16241468,107.0749147
97107,26.2284,0.256388,-8.16241468,107.1040813
97108,26.254,0.272374,-8.160654833,107.1538884
97110,26.2851,0.272374,-8.16241468,107.2790813
97111,26.318,0.272374,-8.16241468,107.308248
97119,26.2247,0.23755,-8.166581347,106.1249147
97120,26.2058,0.234615,-8.1648215,106.3122217
97121,26.218,0.256388,-8.166581347,106.9915813
97122,26.218,0.256388,-8.166581347,107.033248
97123,26.2284,0.256388,-8.166581347,107.0915813
97124,26.2284,0.256388,-8.166752245,107.1084189
97125,26.3369,0.283765,-8.166581347,107.3874147
97126,26.3472,0.299792,-8.166581347,108.0250856
97131,26.1759,0.241874,-8.170748013,106.695748
97132,26.211,0.241874,-8.170748013,106.808248
97133,26.2284,0.256388,-8.170748013,107.0499147
97134,26.254,0.272374,-8.170748013,107.158248
97135,26.2851,0.272374,-8.170748013,107.2499147
97136,26.2851,0.272374,-8.170748013,107.270748
97137,26.2851,0.272374,-8.170748013,107.2915813
97138,26.318,0.272374,-8.170748013,107.3374147
97139,26.318,0.272374,-8.170748013,107.3665813
97140,26.3369,0.283765,-8.170748013,107.3790813
97141,26.3369,0.283765,-8.170748013,107.4124147
97142,26.3472,0.299792,-8.170918912,108.020748
97143,28.062,-9999,-8.170710916,114.3959362
97149,26.2672,0.245811,-8.17491468,104.658248
97150,26.3025,0.245981,-8.17491468,104.883248
97151,26.3025,0.245981,-8.17491468,104.9249147
97152,26.3088,0.245981,-8.17491468,105.0499147
97153,26.1562,0.234714,-8.17491468,106.5624147
97154,26.218,0.256388,-8.17491468,107.033248
97155,26.2284,0.256388,-8.17491468,107.0915813
97156,26.2851,0.272374,-8.173154833,107.2163884
97157,26.318,0.272374,-8.175085579,107.3417522
97161,26.1073,0.236023,-8.179081347,104.008248
97162,26.2173,0.23755,-8.179081347,106.0040813
97163,26.2247,0.23755,-8.179081347,106.0790813
97164,26.218,0.256388,-8.179081347,106.9790813
97165,26.2284,0.256388,-8.179081347,107.1165813
97166,26.254,0.272374,-8.179081347,107.1874147
97167,26.2851,0.272374,-8.178923673,107.2856345
97168,26.318,0.272374,-8.179081347,107.3249147
97169,26.4533,0.34253,-8.179081347,108.9665814
97176,26.1316,0.23817,-8.183248014,104.158248
97177,26.2363,0.241675,-8.183248014,104.483248
97178,26.2247,0.23755,-8.183248014,106.1249147
97179,26.1759,0.241874,-8.183248014,106.6874147
97180,26.2193,0.256388,-8.183248014,106.9500856
97181,26.2284,0.256388,-8.180525507,107.0689807
97182,26.2284,0.256388,-8.183248014,107.095748
97183,26.254,0.272374,-8.183248014,107.2040813
97184,26.2851,0.272374,-8.183248014,107.2415813
97185,26.3044,0.290932,-8.183248014,107.7624147
97189,26.1316,0.23817,-8.18741468,104.1665813
97190,26.1888,0.23817,-8.18741468,104.3499146
97191,26.1975,0.241675,-8.18741468,104.4499147
97192,26.1945,0.241874,-8.18741468,106.7915813
97193,26.2193,0.256388,-8.187585579,106.945748
97194,26.218,0.256388,-8.18741468,106.983248
97195,26.318,0.272374,-8.18741468,107.333248
97206,26.2449,0.241675,-8.191581347,104.5665813
97207,26.2886,0.245811,-8.191581347,104.8499147
97208,26.1945,0.241874,-8.191581347,106.7165813
97209,26.254,0.272374,-8.191581347,107.2040813
97210,26.318,0.272374,-8.191581347,107.3040813
97211,26.318,0.272374,-8.1898215,107.3413884
97212,26.3369,0.283765,-8.191581347,107.4374147
97213,26.3155,0.290932,-8.191581347,107.645748
97214,26.3044,0.290932,-8.191581347,107.7665813
97229,26.1316,0.23817,-8.195748014,104.1915813
97230,26.1888,0.23817,-8.195748014,104.308248
97231,26.1975,0.241675,-8.195748014,104.4249147
97232,26.2363,0.241675,-8.195748014,104.5165813
97233,26.3025,0.245981,-8.195748014,104.933248
97234,26.2304,0.234615,-8.195748014,106.1290813
97235,26.211,0.241874,-8.195748014,106.870748
97236,26.218,0.256388,-8.195748014,106.9624147
97237,26.218,0.256388,-8.195748014,107.0374147
97238,26.2284,0.256388,-8.195748014,107.0790813
97239,26.2284,0.256388,-8.195748014,107.120748
97240,26.254,0.272374,-8.195748014,107.183248
97241,26.254,0.272374,-8.195748014,107.1915813
97242,26.2851,0.272374,-8.193988167,107.2205551
97243,26.2851,0.272374,-8.195748014,107.233248
97244,26.2851,0.272374,-8.195526592,107.2631634
97245,26.318,0.272374,-8.195748014,107.320748
97246,26.318,0.272374,-8.195748014,107.370748
97251,26.2987,0.244082,-8.19991468,105.2665813
97252,26.2507,0.242809,-8.19991468,105.6040813
97253,26.2193,0.256388,-8.19991468,106.9124147
97254,26.218,0.256388,-8.19991468,107.0249147
97255,26.2284,0.256388,-8.19991468,107.0665813
97256,26.254,0.272374,-8.19991468,107.158248
97257,26.254,0.272374,-8.19991468,107.1749147
97258,26.254,0.272374,-8.200243253,107.1976991
97259,26.2851,0.272374,-8.200085579,107.2375856
97260,26.2851,0.272374,-8.19991468,107.245748
97261,26.318,0.272374,-8.19991468,107.295748
97262,26.318,0.272374,-8.19991468,107.3290813
97263,26.318,0.272374,-8.19991468,107.3374147
97264,26.318,0.272374,-8.19991468,107.3624147
97272,26.218,0.256388,-8.204081347,107.0374147
97273,26.2284,0.256388,-8.2023215,107.0913884
97275,26.254,0.272374,-8.204081347,107.1290813
97276,26.254,0.272374,-8.204081347,107.1415813
97277,26.2851,0.272374,-8.204081347,107.2167522
97278,26.318,0.272374,-8.204081347,107.3040813
97290,26.2284,0.256388,-8.208248014,107.0790813
97291,26.254,0.272374,-8.208248014,107.1790813
97292,26.2684,0.272374,-8.208333463,107.2125001
97293,26.2851,0.272374,-8.208248014,107.2417522
97294,26.2851,0.272374,-8.208248014,107.258248
97300,26.2624,0.256388,-8.21241468,106.970748
97301,26.251,0.256388,-8.21241468,107.0540813
97302,26.251,0.256388,-8.210654833,107.0622217
97303,26.251,0.256388,-8.21241468,107.095748
97304,26.2496,0.272374,-8.212585579,107.208248
97305,26.2684,0.272374,-8.212585579,107.2374147
97306,26.2936,0.272374,-8.21241468,107.320748
97307,26.3138,0.283765,-8.21241468,107.4415813
97308,26.3381,0.283765,-8.21241468,107.5040813
97315,26.251,0.256388,-8.216581347,107.045748
97316,26.2496,0.272374,-8.2148215,107.1913884
97317,26.2684,0.272374,-8.216581347,107.2290813
97318,26.2936,0.272374,-8.216581347,107.308248
97319,26.3138,0.283765,-8.2148215,107.3997217
97326,26.2867,0.241675,-8.220748014,104.6124147
97327,26.251,0.256388,-8.220748014,107.070748
97328,26.251,0.256388,-8.22059034,107.0939678
97329,26.2496,0.272374,-8.220748014,107.1415813
97330,26.2496,0.272374,-8.220748014,107.158248
97340,26.1869,0.23817,-8.224914681,104.1374146
97341,26.2463,0.23817,-8.224914681,104.3165813
97343,26.1872,0.241874,-8.224914681,106.7249147
97345,26.2624,0.256388,-8.224914681,107.0415813
97346,26.251,0.256388,-8.224914681,107.108248
97347,26.2496,0.272374,-8.224914681,107.1290813
97348,26.2684,0.272374,-8.224914681,107.270748
97349,26.2684,0.272374,-8.224721742,107.2810121
97350,26.2936,0.272374,-8.224914681,107.3417522
97367,26.2564,0.241675,-8.229081347,104.433248
97368,26.293,0.245811,-8.229081347,104.708248
97369,26.251,0.256388,-8.229081347,107.0874147
97370,26.2496,0.272374,-8.229081347,107.145748
97371,26.2496,0.272374,-8.229081347,107.1540813
97372,26.2496,0.272374,-8.228888408,107.1935121
97373,26.2684,0.272374,-8.2273215,107.2288884
97374,26.2684,0.272374,-8.229081347,107.2499147
97375,26.2684,0.272374,-8.228862299,107.2750001
97376,26.2936,0.272374,-8.229081347,107.320748
97377,26.2936,0.272374,-8.229252246,107.3374147
97378,26.3138,0.283765,-8.228923673,107.4523011
97379,26.3381,0.283765,-8.229081347,107.4665813
97391,26.1733,0.23755,-8.233248014,106.0915813
97392,26.2507,0.256388,-8.233248014,106.895748
97393,26.2507,0.256388,-8.233248014,106.9250856
97394,26.2507,0.256388,-8.233248014,106.9374147
97395,26.2624,0.256388,-8.233248014,106.983248
97396,26.2496,0.272374,-8.233248014,107.1290813
97397,26.2496,0.272374,-8.233418912,107.1874147
97398,26.2496,0.272374,-8.233637961,107.2083335
97399,26.2684,0.272374,-8.233248014,107.2415813
97400,26.2936,0.272374,-8.233248014,107.370748
97401,26.351,0.290932,-8.233248014,107.6374147
97402,23.9595,-9999,-8.233248014,110.783248
97403,24.4596,-9999,-8.230979168,111.0792596
97404,24.4596,-9999,-8.23271331,111.102707
97418,26.1125,0.232866,-8.237414681,103.5790813
97419,26.2507,0.256388,-8.237585579,106.920748
97420,26.2624,0.256388,-8.235654834,107.0372217
97421,26.251,0.256388,-8.237257007,107.0814678
97422,26.2496,0.272374,-8.237585579,107.2040813
97423,26.2684,0.272374,-8.237585579,107.2125856
97424,26.2684,0.272374,-8.237414681,107.2540813
97425,26.2684,0.272374,-8.237414681,107.2665813
97426,26.2936,0.272374,-8.237414681,107.345748
